F_choice_scores,F_correct,F_predicted_label,G_choice_scores,G_correct,G_predicted_label,b_plus_content_choice_scores,b_plus_content_correct,b_plus_content_predicted_label,base_choice_scores,base_correct,base_predicted_label,benchmark_id,best_of_b_plus_content_correct,best_of_b_plus_content_source,best_of_bf_correct,best_of_bf_source,branch_effect_scores,candidate_total_scores,content_alignment_sign,content_effect_scores,content_push_alpha1,context_preview,delta_branch,delta_candidate_total,delta_content,delta_shared,example_id,gold_text,margin_A,margin_B,margin_B_plus_content,margin_F,margin_G,needed_fix,oracle_alpha_content,oracle_alpha_content_choice_scores,oracle_alpha_content_correct,oracle_alpha_content_predicted_label,oracle_alpha_content_selection_reason,screening_bucket,shared_choice_scores,shared_correct,shared_effect_bucket,shared_effect_scores,shared_margin_band,shared_predicted_label,weighted_content_alignment
"[-21.51567840576172, -18.495906829833984]",False,B,"[-21.515676498413086, -18.49590301513672]",False,B,"[-21.515804290771484, -18.495786666870117]",False,B,"[-21.50615692138672, -18.49379539489746]",False,B,story_cloze,False,B,False,B,"[0.000125885009765625, -0.0001201629638671875]","[0.0001239776611328125, -0.0001239776611328125]",1,"[-1.9073486328125e-06, -3.814697265625e-06]",1.9073486328125e-06,Jack needed a new couch. He went to a local furniture store. He chose a lovely light beige couch. The first day home he spilled red wine on the arm of the couch.,0.0002460479736328125,0.000247955322265625,1.9073486328125e-06,-0.0076580047607421875,5b97a09c-7f0e-44a5-9170-d6e244dbe732,He immediately applied stain remover and the stain was gone.,-3.012361526489258,-3.02001953125,-3.020017623901367,-3.0197715759277344,-3.019773483276367,3.02001953125,4096.0,"[-21.52361488342285, -18.51140785217285]",False,B,best_margin_when_all_wrong,stubborn_wrong_story_context,"[-21.51580238342285, -18.49578285217285]",False,shared_neutral,"[-0.009645462036132812, -0.001987457275390625]",far_negative,B,1.907348626496817e-06
"[-10.034302711486816, -10.370671272277832]",True,A,"[-10.034303665161133, -10.370673179626465]",True,A,"[-10.039037704467773, -10.365933418273926]",True,A,"[-10.03928279876709, -10.364850997924805]",True,A,story_cloze,True,B,True,B,"[0.004734992980957031, -0.00473785400390625]","[0.0047359466552734375, -0.0047359466552734375]",0,"[9.5367431640625e-07, 1.9073486328125e-06]",-9.5367431640625e-07,"Amy liked her neighbor Brian, and hoped he would ask her out. She waited patiently, but he never mentioned a date. Finally one day Brian called and asked Amy to go to dinner. Amy was so happy, and they had a great time.",0.009472846984863281,0.009471893310546875,-9.5367431640625e-07,0.0013284683227539062,604f231c-ed86-41a7-8d43-e5864ebd7132,It was the beginning of a great relationship.,0.32556819915771484,0.32689666748046875,0.32689571380615234,0.3363685607910156,0.33636951446533203,-0.32689666748046875,0.0,"[-10.03903865814209, -10.365935325622559]",True,A,correct_min_abs,base_correct_control,"[-10.03903865814209, -10.365935325622559]",True,shared_neutral,"[0.000244140625, -0.0010843276977539062]",non_negative,A,0.0
"[-15.401381492614746, -13.847859382629395]",False,B,"[-15.40138053894043, -13.847858428955078]",False,B,"[-15.401471138000488, -13.847771644592285]",False,B,"[-15.408151626586914, -13.849881172180176]",False,B,story_cloze,False,B,False,B,"[8.96453857421875e-05, -8.7738037109375e-05]","[8.869171142578125e-05, -8.869171142578125e-05]",0,"[-9.5367431640625e-07, -9.5367431640625e-07]",0.0,"Peter needed a new pair of shoes. He threw on his favorite outfit and went out. He went to the mall and checked out the shops. In one shop, he found a nice pair of shoes.",0.0001773834228515625,0.0001773834228515625,0.0,0.004570960998535156,60f98cc5-e612-4602-97ed-210514ab508e,Peter decided to buy the pair and went home.,-1.5582704544067383,-1.5536994934082031,-1.5536994934082031,-1.5535221099853516,-1.5535221099853516,1.5536994934082031,0.0,"[-15.401470184326172, -13.847770690917969]",False,B,best_margin_when_all_wrong,improving_but_unflipped,"[-15.401470184326172, -13.847770690917969]",False,shared_neutral,"[0.0066814422607421875, 0.0021104812622070312]",far_negative,B,0.0
"[-18.295652389526367, -20.535594940185547]",False,A,"[-18.295650482177734, -20.535593032836914]",False,A,"[-18.295654296875, -20.53559684753418]",False,A,"[-18.296051025390625, -20.52517318725586]",False,A,story_cloze,False,B,False,B,"[1.9073486328125e-06, 1.9073486328125e-06]","[0.0, 0.0]",0,"[-1.9073486328125e-06, -1.9073486328125e-06]",0.0,Mina lost her purse at a restaurant. She was so unhappy! She thought she would never get her things back. But then Mina got a wonderful surprise.,0.0,0.0,0.0,-0.010820388793945312,63a75f76-2746-410e-b102-9dbf97c164e0,A stranger had found her purse and returned it to the restaurant.,-2.2291221618652344,-2.2399425506591797,-2.2399425506591797,-2.2399425506591797,-2.2399425506591797,2.2399425506591797,0.0,"[-18.295652389526367, -20.535594940185547]",False,A,best_margin_when_all_wrong,stubborn_wrong_story_context,"[-18.295652389526367, -20.535594940185547]",False,shared_neutral,"[0.0003986358642578125, -0.0104217529296875]",far_negative,A,0.0
"[-16.547868728637695, -13.58211612701416]",False,B,"[-16.54787254333496, -13.582119941711426]",False,B,"[-16.548879623413086, -13.581098556518555]",False,B,"[-16.552942276000977, -13.586278915405273]",False,B,story_cloze,False,B,False,B,"[0.001010894775390625, -0.0010175704956054688]","[0.00101470947265625, -0.0010137557983398438]",0,"[3.814697265625e-06, 3.814697265625e-06]",0.0,"Mustafa had never celebrated christmas as he was a muslim. One day, his boss invited him to a christmas party. Mustafa was unsure at first. Ultimately, he decided to attend the party.",0.0020284652709960938,0.0020284652709960938,0.0,-0.001117706298828125,63df9477-2e6b-44f1-9117-f3ca869e2f51,He ended up having a wonderful time with his co-workers.,-2.966663360595703,-2.9677810668945312,-2.9677810668945312,-2.965752601623535,-2.965752601623535,2.9677810668945312,0.0,"[-16.54888343811035, -13.58110237121582]",False,B,best_margin_when_all_wrong,stubborn_wrong_story_context,"[-16.54888343811035, -13.58110237121582]",False,shared_neutral,"[0.004058837890625, 0.005176544189453125]",far_negative,B,0.0
"[-40.59910583496094, -18.51805305480957]",False,B,"[-40.59910202026367, -18.518047332763672]",False,B,"[-40.596885681152344, -18.520282745361328]",False,B,"[-40.59528350830078, -18.521953582763672]",False,B,story_cloze,False,B,False,B,"[-0.00222015380859375, 0.0022296905517578125]","[-0.002223968505859375, 0.002223968505859375]",1,"[-3.814697265625e-06, -5.7220458984375e-06]",1.9073486328125e-06,Bill called a customer service line to complain about his bank. He was put on hold for 30 minutes. During this time Bill got madder and madder. Suddenly the phone clicked and Bill's call was dropped.,-0.0044498443603515625,-0.00444793701171875,1.9073486328125e-06,-0.0032749176025390625,656d7561-b7e6-44d4-a13f-8a99a57e348e,Bill called the number again and yelled until he was satisfied.,-22.07332992553711,-22.07660484313965,-22.076602935791016,-22.081052780151367,-22.0810546875,22.07660484313965,4096.0,"[-40.61250686645508, -18.54371452331543]",False,B,best_margin_when_all_wrong,stubborn_wrong_other,"[-40.59688186645508, -18.52027702331543]",False,shared_neutral,"[-0.001598358154296875, 0.0016765594482421875]",far_negative,B,1.9073486319485317e-06
"[-15.89332389831543, -14.921124458312988]",False,B,"[-15.893327713012695, -14.921127319335938]",False,B,"[-15.893327713012695, -14.921113967895508]",False,B,"[-15.892112731933594, -14.921222686767578]",False,B,story_cloze,False,B,False,B,"[3.814697265625e-06, -1.049041748046875e-05]","[7.62939453125e-06, -7.62939453125e-06]",1,"[3.814697265625e-06, 2.86102294921875e-06]",9.5367431640625e-07,His first time at the opera. He only went after his girlfriend begged. He sat for three hours in sheer boredom. Finally it was over.,1.430511474609375e-05,1.52587890625e-05,9.5367431640625e-07,-0.0013246536254882812,6a618bcf-441b-40ca-840a-12c3e016a7c6,He learned he didn't like the opera.,-0.9708900451660156,-0.9722146987915039,-0.9722137451171875,-0.9721994400024414,-0.9722003936767578,0.9722146987915039,4096.0,"[-15.877706527709961, -14.909398078918457]",False,B,best_margin_when_all_wrong,stubborn_wrong_story_context,"[-15.893331527709961, -14.921116828918457]",False,shared_neutral,"[-0.0012187957763671875, 0.00010585784912109375]",far_negative,B,9.536743065969527e-07
"[-24.385778427124023, -25.650089263916016]",False,A,"[-24.38577651977539, -25.650089263916016]",False,A,"[-24.385780334472656, -25.650089263916016]",False,A,"[-24.391117095947266, -25.63690948486328]",False,A,story_cloze,False,B,False,B,"[1.9073486328125e-06, 0.0]","[0.0, 0.0]",1,"[-1.9073486328125e-06, 0.0]",1.9073486328125e-06,Sara really wanted a new dress for prom. However she could not afford one. She decided to make her own. She gathered the materials and set to work.,-1.9073486328125e-06,0.0,1.9073486328125e-06,-0.018518447875976562,6e5cfaaa-d743-4cb8-8563-98c4ce46051e,Sara had no skills and the dress was a mess.,-1.2457923889160156,-1.2643108367919922,-1.2643089294433594,-1.2643108367919922,-1.264312744140625,1.2643108367919922,4096.0,"[-24.393590927124023, -25.650089263916016]",False,A,best_margin_when_all_wrong,stubborn_wrong_other,"[-24.385778427124023, -25.650089263916016]",False,shared_neutral,"[0.0053386688232421875, -0.013179779052734375]",far_negative,A,1.9073486177264267e-06
"[-19.418933868408203, -44.78874588012695]",True,A,"[-19.418935775756836, -44.78874588012695]",True,A,"[-19.419113159179688, -44.7885627746582]",True,A,"[-19.423961639404297, -44.79987716674805]",True,A,story_cloze,True,B,True,B,"[0.000179290771484375, -0.00018310546875]","[0.0001811981201171875, -0.00018310546875]",0,"[1.9073486328125e-06, 0.0]",1.9073486328125e-06,Neil was touring the Greek islands. He had rented a small motorboat. He traveled from island to island. Neil was having a wonderful time.,0.000362396240234375,0.0003643035888671875,1.9073486328125e-06,-0.0064678192138671875,744cc602-3e57-4a9e-8b4c-97f72793b3c3,"He loved the clean, fresh air.",25.37591552734375,25.369447708129883,25.369449615478516,25.36981201171875,25.369810104370117,-25.369447708129883,0.0,"[-19.41911506652832, -44.7885627746582]",True,A,correct_min_abs,base_correct_control,"[-19.41911506652832, -44.7885627746582]",True,shared_neutral,"[0.0048465728759765625, 0.01131439208984375]",non_negative,A,0.0
"[-14.187987327575684, -19.14215850830078]",False,A,"[-14.187980651855469, -19.142154693603516]",False,A,"[-14.184654235839844, -19.1455020904541]",False,A,"[-14.188746452331543, -19.147113800048828]",False,A,story_cloze,False,B,False,B,"[-0.0033330917358398438, 0.0033435821533203125]","[-0.0033397674560546875, 0.0033397674560546875]",1,"[-6.67572021484375e-06, -3.814697265625e-06]",2.86102294921875e-06,Kyle hated the bologna sandwich his mom had given him for lunch. He looked around to see what his friends had. His best friend had peanut butter and jelly! Kyle asked if they could trade.,0.006676673889160156,0.006679534912109375,2.86102294921875e-06,-0.002483367919921875,7c089225-e1b5-4677-99d6-5defca6b879a,He was happy that his friend agreed to the swap.,-4.958367347717285,-4.960850715637207,-4.960847854614258,-4.954171180725098,-4.954174041748047,4.960850715637207,4096.0,"[-14.211991310119629, -19.161123275756836]",False,A,best_margin_when_all_wrong,stubborn_wrong_story_context,"[-14.184647560119629, -19.145498275756836]",False,shared_neutral,"[0.0040988922119140625, 0.0016155242919921875]",far_negative,A,2.861022943451548e-06
"[-21.858890533447266, -34.454288482666016]",False,A,"[-21.858898162841797, -34.45429992675781]",False,A,"[-21.855173110961914, -34.45798873901367]",False,A,"[-21.841312408447266, -34.44717025756836]",False,A,story_cloze,False,B,False,B,"[-0.0037174224853515625, 0.00370025634765625]","[-0.0037097930908203125, 0.003711700439453125]",1,"[7.62939453125e-06, 1.1444091796875e-05]",3.814697265625e-06,Lulu and Jill had been friends for Years. However this summer they had a disagreement. The fight ruined their friendship. Lulu was not sure they could be friends again.,0.0074176788330078125,0.0074214935302734375,3.814697265625e-06,0.0030384063720703125,7c26b026-1e00-4cf7-a823-0fad7212a8c1,"Jill reached out, however, and they repaired their relationship.",-12.605857849121094,-12.602819442749023,-12.602815628051758,-12.59539794921875,-12.595401763916016,12.602819442749023,4096.0,"[-21.823930740356445, -34.41112518310547]",False,A,best_margin_when_all_wrong,improving_but_unflipped,"[-21.855180740356445, -34.45800018310547]",False,shared_neutral,"[-0.013868331909179688, -0.010829925537109375]",far_negative,A,3.8146972625981396e-06
"[-22.054628372192383, -12.575943946838379]",False,B,"[-22.05462646484375, -12.57594108581543]",False,B,"[-22.05878448486328, -12.571792602539062]",False,B,"[-22.062633514404297, -12.574014663696289]",False,B,story_cloze,False,B,False,B,"[0.0041561126708984375, -0.004151344299316406]","[0.004154205322265625, -0.004154205322265625]",1,"[-1.9073486328125e-06, -2.86102294921875e-06]",9.5367431640625e-07,Janet was excited to get some pancakes. Her favorite fast food joint served them all day. She went there after work. When she got there they told her they were out.,0.008307456970214844,0.00830841064453125,9.5367431640625e-07,0.0016260147094726562,81607ad0-83c4-4c23-ad7c-789a149d97c8,Janet had a huge look of disappointment on her face.,-9.488618850708008,-9.486992835998535,-9.486991882324219,-9.478684425354004,-9.47868537902832,9.486992835998535,4096.0,"[-22.06659507751465, -12.583508491516113]",False,B,best_margin_when_all_wrong,improving_but_unflipped,"[-22.05878257751465, -12.571789741516113]",False,shared_neutral,"[0.0038509368896484375, 0.0022249221801757812]",far_negative,B,9.536743154010059e-07
"[-27.550634384155273, -24.165082931518555]",False,B,"[-27.550630569458008, -24.16507911682129]",False,B,"[-27.55063819885254, -24.16508674621582]",False,B,"[-27.546707153320312, -24.17304229736328]",False,B,story_cloze,False,B,False,B,"[3.814697265625e-06, 3.814697265625e-06]","[0.0, 0.0]",0,"[-3.814697265625e-06, -3.814697265625e-06]",0.0,Jane visited Old Navy to purchase new jeans. She was excited by their selection. She chose 9 pair of jeans to try on. To her dismay none of the jeans fit.,0.0,0.0,0.0,-0.0118865966796875,845de64c-93fe-4398-8e50-b828146b18ec,Jane left Old Navy to try jeans on at another store.,-3.3736648559570312,-3.3855514526367188,-3.3855514526367188,-3.3855514526367188,-3.3855514526367188,3.3855514526367188,0.0,"[-27.550634384155273, -24.165082931518555]",False,B,best_margin_when_all_wrong,stubborn_wrong_other,"[-27.550634384155273, -24.165082931518555]",False,shared_neutral,"[-0.0039272308349609375, 0.007959365844726562]",far_negative,B,0.0
"[-53.64152526855469, -20.207395553588867]",True,B,"[-53.64152526855469, -20.207395553588867]",True,B,"[-53.634193420410156, -20.2147274017334]",True,B,"[-53.635746002197266, -20.214805603027344]",True,B,story_cloze,True,B,True,B,"[-0.00733184814453125, 0.00733184814453125]","[-0.00733184814453125, 0.00733184814453125]",0,"[0.0, 0.0]",0.0,Ron only had one air conditioner. And it didn't cool off his entire house. He invested in a powerful fan. And it help blow cool air to his room.,0.0146636962890625,0.0146636962890625,0.0,-0.0014743804931640625,8590275a-2bfd-4259-b7bf-a2005157b820,Now his house can stay cool all summer.,33.42094039916992,33.41946601867676,33.41946601867676,33.43412971496582,33.43412971496582,-33.41946601867676,0.0,"[-53.634193420410156, -20.2147274017334]",True,B,correct_min_abs,base_correct_control,"[-53.634193420410156, -20.2147274017334]",True,shared_neutral,"[0.001552581787109375, 7.82012939453125e-05]",non_negative,B,0.0
"[-19.716337203979492, -19.121135711669922]",False,B,"[-19.716337203979492, -19.12113380432129]",False,B,"[-19.720949172973633, -19.116525650024414]",False,B,"[-19.722900390625, -19.11618423461914]",False,B,story_cloze,False,B,False,B,"[0.004611968994140625, -0.0046100616455078125]","[0.004611968994140625, -0.004611968994140625]",1,"[0.0, -1.9073486328125e-06]",1.9073486328125e-06,"Seven men went to the river. Joe was the youngest, full of pride. He jumped in the water, even though he knew that he couldn't swim well. The tide was too strong for him.",0.009222030639648438,0.00922393798828125,1.9073486328125e-06,0.0022907257080078125,859a188c-b220-4566-80d0-9b10219f02b2,The oldest man had to save Joe.,-0.6067161560058594,-0.6044254302978516,-0.6044235229492188,-0.5952014923095703,-0.5952033996582031,0.6044254302978516,4096.0,"[-19.720949172973633, -19.12433624267578]",False,B,best_margin_when_all_wrong,improving_but_unflipped,"[-19.720949172973633, -19.11652374267578]",False,shared_neutral,"[0.0019512176513671875, -0.000339508056640625]",far_negative,B,1.9073486012561076e-06
"[-15.315845489501953, -20.415008544921875]",False,A,"[-15.315844535827637, -20.415006637573242]",False,A,"[-15.317818641662598, -20.41303825378418]",False,A,"[-15.323752403259277, -20.417709350585938]",False,A,story_cloze,False,B,False,B,"[0.0019731521606445312, -0.0019702911376953125]","[0.001972198486328125, -0.001972198486328125]",-1,"[-9.5367431640625e-07, -1.9073486328125e-06]",-9.5367431640625e-07,Last night was spent facedown on the bar. I was having a wonderful time until the tenth shot. That was about the time I realized I drank too much. I dance with a man's wife and I kiss his mom.,-0.003943443298339844,-0.00394439697265625,-9.5367431640625e-07,-0.0012617111206054688,87e225ce-9096-4442-aa10-36e4ad86ec6b,I was so embarrassed after the kiss.,-5.09395694732666,-5.095218658447266,-5.095219612121582,-5.099163055419922,-5.0991621017456055,5.095218658447266,-4096.0,"[-15.313911437988281, -20.405223846435547]",False,A,best_margin_when_all_wrong,stubborn_wrong_other,"[-15.317817687988281, -20.413036346435547]",False,shared_neutral,"[0.005934715270996094, 0.004673004150390625]",far_negative,A,-9.536743145345456e-07
"[-24.677976608276367, -22.68906021118164]",False,B,"[-24.677978515625, -22.689062118530273]",False,B,"[-24.677661895751953, -22.68937110900879]",False,B,"[-24.67742347717285, -22.680936813354492]",False,B,story_cloze,False,B,False,B,"[-0.0003147125244140625, 0.0003108978271484375]","[-0.00031280517578125, 0.00031280517578125]",0,"[1.9073486328125e-06, 1.9073486328125e-06]",0.0,The new accountant got confused where his desk was. He found his supervisor and asked her where he was to be seated. She walked him to his stationed desk. He sat down and then asked her about the recent assignment.,-0.0006256103515625,-0.0006256103515625,0.0,0.008195877075195312,88d08dc2-59da-4922-9d9b-309d44974a5b,The new accountant wanted to adjust to his surroundings.,-1.9964866638183594,-1.988290786743164,-1.988290786743164,-1.9889163970947266,-1.9889163970947266,1.988290786743164,0.0,"[-24.677663803100586, -22.689373016357422]",False,B,best_margin_when_all_wrong,improving_but_unflipped,"[-24.677663803100586, -22.689373016357422]",False,shared_neutral,"[-0.000240325927734375, -0.008436203002929688]",far_negative,B,0.0
"[-27.780006408691406, -24.555316925048828]",False,B,"[-27.780010223388672, -24.55532455444336]",False,B,"[-27.776103973388672, -24.559207916259766]",False,B,"[-27.777202606201172, -24.56039047241211]",False,B,story_cloze,False,B,False,B,"[-0.003902435302734375, 0.0038909912109375]","[-0.00389862060546875, 0.00389862060546875]",-1,"[3.814697265625e-06, 7.62939453125e-06]",-3.814697265625e-06,An old rich man owned an island. He built a great zoo there. The zoo had unusual animals that nobody had ever seen before. A hurricane struck the island and many of the animals were set free.,-0.007793426513671875,-0.0077972412109375,-3.814697265625e-06,-8.0108642578125e-05,8b41f6e2-f6fe-4f31-ab92-084e30052441,"The man quickly tried to round them all up, but it was difficult.",-3.2168121337890625,-3.2168922424316406,-3.2168960571289062,-3.224689483642578,-3.2246856689453125,3.2168922424316406,-4096.0,"[-27.791732788085938, -24.590465545654297]",False,B,best_margin_when_all_wrong,improving_but_unflipped,"[-27.776107788085938, -24.559215545654297]",False,shared_neutral,"[0.001094818115234375, 0.0011749267578125]",far_negative,B,-3.814697253766669e-06
"[-9.914453506469727, -17.668582916259766]",False,A,"[-9.914449691772461, -17.668577194213867]",False,A,"[-9.918174743652344, -17.664871215820312]",False,A,"[-9.920900344848633, -17.671283721923828]",False,A,story_cloze,False,B,False,B,"[0.0037212371826171875, -0.003711700439453125]","[0.0037174224853515625, -0.0037174224853515625]",-1,"[-3.814697265625e-06, -5.7220458984375e-06]",-1.9073486328125e-06,"Eddie's dad took him to a wrestling show. Eddie loved the whole show! Afterwards, he got a wrestler's autograph. He decided wrestlers were the best guys ever.",-0.0074329376220703125,-0.007434844970703125,-1.9073486328125e-06,0.003688812255859375,8c7ee998-1fb8-41a1-8c84-6acceff23dcf,Eddie had the best day with his dad!,-7.750383377075195,-7.746694564819336,-7.746696472167969,-7.754129409790039,-7.754127502441406,7.746694564819336,-4096.0,"[-9.902545928955078, -17.641427993774414]",False,A,best_margin_when_all_wrong,improving_but_unflipped,"[-9.918170928955078, -17.664865493774414]",False,shared_neutral,"[0.0027294158935546875, 0.0064182281494140625]",far_negative,A,-1.9073486303503548e-06
"[-26.38857078552246, -20.903583526611328]",False,B,"[-26.388568878173828, -20.903583526611328]",False,B,"[-26.388166427612305, -20.903989791870117]",False,B,"[-26.385847091674805, -20.903520584106445]",False,B,story_cloze,False,B,False,B,"[-0.00040435791015625, 0.0004062652587890625]","[-0.0004062652587890625, 0.0004062652587890625]",-1,"[-1.9073486328125e-06, 0.0]",-1.9073486328125e-06,"Mick wanted a cool jean jacket like his friends had. He wanted to be stylish like them, but he was broke. Then he went to a secondhand store and saw a great jean jacket. It was only six dollars!",-0.0008106231689453125,-0.000812530517578125,-1.9073486328125e-06,-0.0018482208251953125,8ee3dc14-fade-4bf1-8ac1-13624af59672,Mick asked his mother to loan him six dollars for the jacket.,-5.482326507568359,-5.484174728393555,-5.4841766357421875,-5.484987258911133,-5.4849853515625,5.484174728393555,-4096.0,"[-26.380352020263672, -20.903989791870117]",False,B,best_margin_when_all_wrong,stubborn_wrong_other,"[-26.388164520263672, -20.903989791870117]",False,shared_neutral,"[-0.0023174285888671875, -0.000469207763671875]",far_negative,B,-1.9073486293345863e-06
"[-18.768875122070312, -21.528573989868164]",False,A,"[-18.768878936767578, -21.528575897216797]",False,A,"[-18.768871307373047, -21.52857208251953]",False,A,"[-18.7561092376709, -21.531742095947266]",False,A,story_cloze,False,B,False,B,"[-3.814697265625e-06, -1.9073486328125e-06]","[0.0, 0.0]",-1,"[3.814697265625e-06, 1.9073486328125e-06]",-1.9073486328125e-06,Gina had been working on a report when her friend called. Gina didn't have a lot of time to finish the report. But when her friend suggested they meet at the park she agreed. Gina figured she still had a whole day and a half to finish the report,1.9073486328125e-06,0.0,-1.9073486328125e-06,0.015933990478515625,95486114-97f8-47ed-8e53-d868d3ec0643,"When she got home from the park, Gina was too tired to work.",-2.775632858276367,-2.7596988677978516,-2.7597007751464844,-2.7596988677978516,-2.7596969604492188,2.7596988677978516,-4096.0,"[-18.784500122070312, -21.536386489868164]",False,A,best_margin_when_all_wrong,improving_but_unflipped,"[-18.768875122070312, -21.528573989868164]",False,shared_neutral,"[-0.012765884399414062, 0.0031681060791015625]",far_negative,A,-1.9073486259010625e-06
"[-24.22627830505371, -24.59109878540039]",False,A,"[-24.226276397705078, -24.591096878051758]",False,A,"[-24.226280212402344, -24.591100692749023]",False,A,"[-24.228097915649414, -24.60734748840332]",False,A,story_cloze,False,B,False,B,"[1.9073486328125e-06, 1.9073486328125e-06]","[0.0, 0.0]",0,"[-1.9073486328125e-06, -1.9073486328125e-06]",0.0,Brad was camping in the mountains with his friends. They roasted marshmallows all night. When they woke up in the morning there was a bobcat in the camp! Brad was scared to come out of his tent.,0.0,0.0,0.0,0.014429092407226562,981447a3-b34d-43cf-b417-02207d1c1421,The bobcat was actually his friend in a costume.,-0.37924957275390625,-0.3648204803466797,-0.3648204803466797,-0.3648204803466797,-0.3648204803466797,0.3648204803466797,0.0,"[-24.22627830505371, -24.59109878540039]",False,A,best_margin_when_all_wrong,improving_but_unflipped,"[-24.22627830505371, -24.59109878540039]",False,shared_neutral,"[0.001819610595703125, 0.016248703002929688]",far_negative,A,0.0
"[-21.31464385986328, -20.362171173095703]",True,B,"[-21.31464958190918, -20.3621768951416]",True,B,"[-21.311569213867188, -20.365234375]",True,B,"[-21.31879425048828, -20.366243362426758]",True,B,story_cloze,True,B,True,B,"[-0.00307464599609375, 0.003063201904296875]","[-0.0030689239501953125, 0.0030689239501953125]",0,"[5.7220458984375e-06, 5.7220458984375e-06]",0.0,"Jen wanted all of her family to be together for Christmas. She planned a fun party and invited everyone. All of her friends showed up, but not her family. Jen was very sad.",0.006137847900390625,0.006137847900390625,0.0,-0.0062160491943359375,9825a8de-7f92-4cd7-8165-e9755209cc21,Jen decided to make the best of what she had.,0.9525508880615234,0.9463348388671875,0.9463348388671875,0.9524726867675781,0.9524726867675781,-0.9463348388671875,0.0,"[-21.311574935913086, -20.3652400970459]",True,B,correct_min_abs,base_correct_control,"[-21.311574935913086, -20.3652400970459]",True,shared_neutral,"[0.0072193145751953125, 0.001003265380859375]",non_negative,B,0.0
"[-11.153166770935059, -16.416637420654297]",False,A,"[-11.153158187866211, -16.416629791259766]",False,A,"[-11.153175354003906, -16.416645050048828]",False,A,"[-11.160139083862305, -16.43613052368164]",False,A,story_cloze,False,B,False,B,"[8.58306884765625e-06, 7.62939453125e-06]","[0.0, 0.0]",1,"[-8.58306884765625e-06, -7.62939453125e-06]",9.5367431640625e-07,"Kate was having a school fundraiser for Krispy Kreme Doughnuts. Kate was selling the doughnuts for band uniforms. In addition, the top seller would get a monetary prize. Kate worked hard over the next two weeks selling doughnuts.",-9.5367431640625e-07,0.0,9.5367431640625e-07,0.012520790100097656,9f8aab3c-1a0f-4eed-8b64-e608fa9a4543,Kate won one hundred dollars.,-5.275991439819336,-5.263470649719238,-5.263469696044922,-5.263470649719238,-5.263471603393555,5.263470649719238,4096.0,"[-11.188323020935059, -16.447887420654297]",False,A,best_margin_when_all_wrong,improving_but_unflipped,"[-11.153166770935059, -16.416637420654297]",False,shared_neutral,"[0.006972312927246094, 0.01949310302734375]",far_negative,A,9.536743145943764e-07
"[-43.64789962768555, -6.982023239135742]",True,B,"[-43.64789962768555, -6.982024669647217]",True,B,"[-43.64780044555664, -6.982120990753174]",True,B,"[-43.64849853515625, -6.992224216461182]",True,B,story_cloze,True,B,True,B,"[-9.918212890625e-05, 9.775161743164062e-05]","[-9.918212890625e-05, 9.918212890625e-05]",0,"[0.0, 1.430511474609375e-06]",1.430511474609375e-06,Gray wanted to be a weightlifter. He practiced at the gym after school. He lifted heavier and heavier weights. Soon he was confident in his abilities.,0.00019693374633789062,0.0001983642578125,1.430511474609375e-06,0.009403705596923828,9fd936f2-43de-447c-901b-f11036de58f0,He won a weightlifting competition.,36.65627431869507,36.66567802429199,36.66567945480347,36.665876388549805,36.66587495803833,-36.66567802429199,0.0,"[-43.64780044555664, -6.982122421264648]",True,B,correct_min_abs,base_correct_control,"[-43.64780044555664, -6.982122421264648]",True,shared_neutral,"[0.000698089599609375, 0.010101795196533203]",non_negative,B,0.0
"[-19.160215377807617, -18.40201187133789]",False,B,"[-19.160213470458984, -18.40201187133789]",False,B,"[-19.16021728515625, -18.40201187133789]",False,B,"[-19.182138442993164, -18.409263610839844]",False,B,story_cloze,False,B,False,B,"[1.9073486328125e-06, 0.0]","[0.0, 0.0]",-1,"[-1.9073486328125e-06, 0.0]",-1.9073486328125e-06,"Neil stared in horror at his plate. The slimy pile of eggplant seemed to stare back at him. No way could he eat that! Spying his dog under the table, he began slipping pieces to it.",1.9073486328125e-06,0.0,-1.9073486328125e-06,0.01467132568359375,9ff1fcea-3214-4e1f-8383-c201d09cc798,Neil fed the dog all of his eggplant.,-0.7728748321533203,-0.7582035064697266,-0.7582054138183594,-0.7582035064697266,-0.7582015991210938,0.7582035064697266,-4096.0,"[-19.152402877807617, -18.40201187133789]",False,B,best_margin_when_all_wrong,improving_but_unflipped,"[-19.160215377807617, -18.40201187133789]",False,shared_neutral,"[0.021923065185546875, 0.007251739501953125]",far_negative,B,-1.9073486076563434e-06
